"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.531130719E1,3.579035401E-2,-4.075474739E-1,-2.974976063E0
5.531924176E1,1.669273376E-1,-1.985042095E-1,-3.332953453E0
5.532717633E1,5.953326225E-1,-2.524929047E-1,-2.665616989E0
5.533517194E1,7.176417708E-1,-3.009650707E-1,-1.709783554E0
5.534307599E1,6.832309961E-1,-4.234805107E-1,-2.664890289E-1
5.535098004E1,4.911811948E-1,-5.577065945E-1,8.640375137E-1
5.535891461E1,3.324713409E-1,-7.383708954E-1,1.037455559E0
5.536678815E1,2.332894504E-1,-1.024478793E0,5.801792145E-1
5.537478375E1,-4.710987210E-2,-1.213105679E0,-1.090164185E-1
5.538274884E1,-3.990787566E-1,-1.274038672E0,-7.140760422E-1
5.539065289E1,-5.949471593E-1,-1.262011290E0,-9.347877502E-1
5.539855695E1,-7.132519484E-1,-1.194488645E0,-1.112998962E0
5.540646100E1,-7.324855924E-1,-1.038380146E0,-1.433908463E0
5.541439557E1,-8.213720322E-1,-8.831593990E-1,-1.949986935E0
5.542233014E1,-8.724673986E-1,-7.737289667E-1,-2.486171722E0
5.543023419E1,-1.013063312E0,-6.211845875E-1,-3.093203545E0
5.543813825E1,-1.093137980E0,-4.742350578E-1,-3.608557224E0
5.544604230E1,-1.115356207E0,-3.167972565E-1,-4.068415165E0
5.545400739E1,-1.018482804E0,-1.813019514E-1,-4.399198532E0
5.546188092E1,-8.406280875E-1,6.951022148E-2,-4.153815269E0
5.546978498E1,-6.297229528E-1,2.832595110E-1,-3.308944225E0
5.547771955E1,-3.392025232E-1,3.136968613E-1,-2.414310932E0
5.548562360E1,4.304189235E-2,3.758403063E-1,-1.576673508E0
5.549358869E1,3.958197534E-1,4.646023512E-1,-1.213663101E0
5.550152326E1,6.257676482E-1,4.809471369E-1,-1.485574722E0
5.550942731E1,8.388363123E-1,4.199111462E-1,-2.205633163E0
5.551736188E1,8.888393641E-1,4.668865204E-1,-2.610268116E0
5.552529645E1,7.938621044E-1,5.284211636E-1,-2.712777615E0
5.553329206E1,7.920173407E-1,5.422344208E-1,-2.685990810E0
5.554122662E1,6.539321542E-1,6.242064238E-1,-2.563621044E0
5.554910016E1,3.333001435E-1,5.700994730E-1,-2.307691574E0
5.555697370E1,-6.600545347E-2,4.734596014E-1,-1.861250401E0
5.556490827E1,-5.588592291E-1,3.560227156E-1,-1.166874886E0
5.557287335E1,-9.637393355E-1,2.378183603E-1,9.131526947E-2
5.558077741E1,-1.278537154E0,9.262251854E-2,1.611696243E0
5.558865094E1,-1.395914197E0,1.470160484E-2,2.799396515E0
5.559655499E1,-1.265332222E0,6.473743916E-2,4.114938736E0
5.560448956E1,-1.232343316E0,1.937053204E-1,5.250776291E0
5.561245465E1,-1.052775502E0,2.532336712E-1,5.462833405E0
5.562038922E1,-9.182535410E-1,2.357623577E-1,5.085404396E0
5.562826276E1,-1.020430923E0,2.625533342E-1,4.268121719E0
5.563619733E1,-1.118163824E0,2.534904480E-1,3.106008530E0
5.564410138E1,-1.099012494E0,1.737952232E-1,1.981103897E0
5.565206647E1,-1.208778143E0,5.436849594E-2,1.106827736E0
5.565997052E1,-1.409582853E0,-1.201212406E-1,1.017880440E0
5.566785607E1,-1.547989130E0,-1.941249371E-1,1.791303635E0
5.567579064E1,-1.560821891E0,-2.186517715E-1,2.396715164E0
5.568369470E1,-1.329476118E0,-1.747064590E-1,2.703712463E0
5.569169030E1,-1.218182445E0,-1.928091049E-2,2.749007225E0
5.569962487E1,-1.034013152E0,-1.480605602E-1,2.583782196E0
5.570755944E1,-9.179503918E-1,-3.557533026E-1,2.242422104E0
5.571552453E1,-8.347383142E-1,-7.384736538E-1,1.600372314E0
5.572342858E1,-7.948032022E-1,-1.078759432E0,1.152605057E0
5.573136315E1,-8.131662011E-1,-1.399350047E0,1.273248672E0
5.573932824E1,-7.786400914E-1,-1.718904018E0,1.942176819E0
5.574720178E1,-6.645770669E-1,-1.816586494E0,3.139942169E0
5.575513635E1,-6.041093469E-1,-1.711303711E0,3.804517746E0
5.576304040E1,-5.636475682E-1,-1.512755156E0,3.486053467E0
5.577103601E1,-6.273604035E-1,-1.249698162E0,2.315242767E0
5.577897058E1,-8.880035281E-1,-9.557203054E-1,7.221374512E-1
5.578690515E1,-9.758498669E-1,-6.699608564E-1,-9.332809448E-1
5.579480920E1,-9.551168680E-1,-4.651266336E-1,-2.048680782E0
5.580271325E1,-1.018841267E0,-2.451112270E-1,-2.944549561E0
5.581067834E1,-9.963527918E-1,-1.659436226E-1,-3.318201065E0
5.581861291E1,-9.074804187E-1,-1.692597866E-1,-3.234434605E0
5.582654748E1,-7.973918915E-1,-2.837624550E-1,-2.747987270E0
5.583442102E1,-7.874507904E-1,-3.712081909E-1,-1.743170738E0
5.584235558E1,-6.101105213E-1,-4.892309904E-1,-7.751083374E-1
5.585032067E1,-5.633896589E-1,-5.896310806E-1,-7.149505615E-2
5.585822473E1,-4.731151760E-1,-6.900613308E-1,3.686008453E-1
5.586609826E1,-4.794835746E-1,-7.362632751E-1,6.297740936E-1
5.587397180E1,-5.655391216E-1,-7.224460840E-1,6.784219742E-1
5.588190637E1,-6.342890859E-1,-6.715079546E-1,5.439119339E-1
5.588987146E1,-7.299783230E-1,-5.880415440E-1,2.750673294E-1
5.589777551E1,-8.569926620E-1,-5.337078571E-1,-2.265110016E-1
5.590564904E1,-9.369058609E-1,-4.999351501E-1,-8.212919235E-1
5.591355310E1,-1.088572741E0,-5.089843273E-1,-1.677456856E0
5.592145715E1,-1.200834751E0,-4.388511181E-1,-2.489406109E0
5.592942224E1,-1.245129347E0,-3.996220827E-1,-3.111620903E0
5.593738732E1,-1.220989347E0,-3.600693941E-1,-3.350795746E0
5.594532189E1,-1.184759021E0,-3.242404461E-1,-3.499269009E0
5.595322595E1,-1.077060461E0,-3.780356646E-1,-3.583554268E0
5.596113000E1,-9.262477756E-1,-4.614335299E-1,-3.385784149E0
5.596909509E1,-6.936668754E-1,-4.385228157E-1,-2.999171257E0
5.597696862E1,-5.128844380E-1,-4.702297449E-1,-2.954602242E0
5.598490319E1,-3.410048187E-1,-5.349150896E-1,-3.141353130E0
5.599280725E1,-3.151177168E-1,-4.997348785E-1,-3.104207993E0
5.600071130E1,-2.847105861E-1,-3.923488855E-1,-3.013719082E0
5.600870690E1,-1.116102189E-1,-2.321294546E-1,-2.999076843E0
5.601661096E1,-1.410166174E-2,-7.001042366E-2,-3.105586052E0
5.602448449E1,9.825640917E-2,1.074583530E-1,-3.235432625E0
5.603238854E1,6.998732686E-2,2.220265865E-1,-3.242828846E0
5.604029260E1,5.590039492E-2,3.976366520E-1,-2.924847126E0
5.604828820E1,-1.747557521E-2,3.936796188E-1,-2.669682503E0
5.605619226E1,-6.232286990E-2,4.618279934E-1,-2.163819790E0
5.606409631E1,6.716120243E-2,5.967345238E-1,-1.359832764E0
5.607200036E1,4.179398417E-1,6.789088249E-1,-5.564470291E-1
5.607990441E1,8.108121157E-1,7.892990112E-1,2.613887787E-1
5.608790002E1,1.155206919E0,9.253287315E-1,7.789058685E-1
5.609583459E1,1.523637414E0,9.528915882E-1,9.770555496E-1
5.610373864E1,1.772030592E0,9.860694408E-1,1.038165092E0
5.611164270E1,1.877366781E0,1.020746946E0,1.129185677E0
5.611954675E1,1.795395851E0,1.094793081E0,1.285732269E0
5.612751184E1,1.606320143E0,1.091940880E0,1.277323723E0
5.613544641E1,1.453602910E0,1.225970030E0,1.440653801E0
5.614338098E1,1.486188889E0,1.221959829E0,1.834749222E0
5.615131555E1,1.554986835E0,1.232648373E0,2.147603989E0
5.615925012E1,1.645279884E0,1.196355104E0,2.423110962E0
5.616724572E1,1.746614218E0,1.131135464E0,2.536652565E0
5.617518029E1,1.851439953E0,1.126593113E0,2.768610954E0
5.618311486E1,1.952526689E0,1.242354631E0,3.200374603E0
5.619104943E1,2.018610239E0,1.491479874E0,3.408232689E0
5.619895349E1,2.053593159E0,1.593400478E0,3.496051788E0
5.620691857E1,2.160135984E0,1.295632362E0,3.449728966E0
5.621482263E1,2.301919222E0,8.480916023E-1,3.152313232E0
5.622272668E1,2.354211569E0,3.128461838E-1,2.567827225E0
5.623066125E1,2.494233131E0,-4.567909241E-1,2.504974365E0
5.623856530E1,2.395901203E0,-1.067212224E0,3.185037613E0
5.624656091E1,2.166309118E0,-1.546415806E0,4.479235649E0
5.625446496E1,1.778864384E0,-1.597143650E0,5.722784042E0
5.626233850E1,1.368117094E0,-1.524715424E0,6.261439323E0
5.627027307E1,1.289538622E0,-1.396861434E0,5.395019531E0
5.627820764E1,1.313458562E0,-1.239225388E0,4.017866135E0
5.628620324E1,1.281406045E0,-8.605806828E-1,2.147191048E0
5.629413781E1,1.340640187E0,-5.919456482E-1,2.727937698E-1
5.630204187E1,1.348439336E0,-3.263275623E-1,-1.003437042E0
5.630994592E1,1.367303133E0,-2.217472792E-1,-1.457536697E0
5.631784997E1,1.385825872E0,-1.816134453E-1,-1.382137299E0
5.632584558E1,1.525397062E0,-2.757748365E-1,-1.397484779E0
5.633378015E1,1.417451143E0,-4.544521570E-1,-1.383020401E0
5.634168420E1,1.213400602E0,-5.803580284E-1,-1.274415970E0
5.634964929E1,9.286390543E-1,-8.077514172E-1,-1.243158340E0
5.635752282E1,6.590291262E-1,-1.032402039E0,-1.209981918E0
5.636551843E1,3.120347857E-1,-1.198881388E0,-1.110353470E0
5.637348352E1,4.515928030E-2,-1.279752135E0,-1.092507362E0
5.638138757E1,-1.614350080E-1,-1.346702218E0,-1.206402779E0
5.638932214E1,-3.517140746E-1,-1.372848034E0,-1.279438019E0
5.639722619E1,-5.989580154E-1,-1.306132197E0,-1.452851295E0
5.640519128E1,-7.086331844E-1,-1.186026335E0,-1.776761532E0
5.641309533E1,-8.382954597E-1,-1.036836267E0,-2.463762760E0
5.642096887E1,-1.027085543E0,-8.700010777E-1,-3.210075855E0
5.642890344E1,-1.098784208E0,-7.603169680E-1,-3.776540279E0
5.643680749E1,-1.158235312E0,-5.974208117E-1,-4.235321999E0
5.644477258E1,-1.150332689E0,-4.850102663E-1,-4.546030521E0
5.645267663E1,-1.082773209E0,-4.196058512E-1,-4.560380459E0
5.646061120E1,-1.116717577E0,-3.565346003E-1,-4.333215237E0
5.646851525E1,-1.080738068E0,-2.346196175E-1,-3.952847004E0
5.647641931E1,-9.578715563E-1,-1.166713238E-1,-3.400038242E0
5.648438439E1,-8.688449860E-1,-1.201426983E-2,-2.866040707E0
5.649228845E1,-7.478364706E-1,1.666737795E-1,-2.738146782E0
5.650016198E1,-5.562491417E-1,2.299079895E-1,-2.905496120E0
5.650806604E1,-5.724524856E-1,3.911356926E-1,-3.045312881E0
5.651597009E1,-5.393753648E-1,6.665736437E-1,-3.253576756E0
5.652396569E1,-3.551539779E-1,8.833216429E-1,-3.279020309E0
5.653186975E1,-2.896068990E-1,1.035502791E0,-2.954638481E0
5.653977380E1,-1.079901457E-1,1.141635180E0,-2.618371010E0
5.654767785E1,-1.671982408E-1,1.093245983E0,-2.205572605E0
5.655564294E1,-3.257443309E-1,9.817063808E-1,-1.721241951E0
5.656360803E1,-5.726070404E-1,9.387900829E-1,-8.595504761E-1
5.657154260E1,-7.813525200E-1,9.029805660E-1,3.051958084E-1
5.657941613E1,-9.821543097E-1,9.148292542E-1,1.806638718E0
5.658738122E1,-1.054984212E0,8.961948156E-1,3.393696785E0
5.659528527E1,-1.198211312E0,8.712779284E-1,4.545301437E0
5.660328088E1,-1.313186765E0,9.052274227E-1,5.221568108E0
5.661118493E1,-1.390454531E0,8.132261038E-1,5.222807884E0
5.661908898E1,-1.504956961E0,7.049690485E-1,4.508153915E0
5.662696252E1,-1.627950788E0,6.681628227E-1,3.779448509E0
5.663489709E1,-1.699836016E0,5.816301107E-1,2.975425720E0
5.664286218E1,-1.719359875E0,4.835847616E-1,2.317797661E0
5.665076623E1,-1.722481370E0,4.210755825E-1,1.848238945E0
5.665863977E1,-1.627843857E0,3.505519629E-1,1.803196907E0
5.666660485E1,-1.564692259E0,2.549073696E-1,2.337746620E0
5.667453942E1,-1.628021240E0,2.071726322E-1,2.843451500E0
5.668250451E1,-1.582464457E0,5.066471100E-1,3.147031784E0
5.669043908E1,-1.811578035E0,4.253937006E-1,3.407038689E0
5.669831262E1,-1.918642998E0,2.127871513E-1,3.671824455E0
5.670627771E1,-2.017080545E0,-1.887714863E-2,3.539741516E0
5.671418176E1,-2.175373793E0,-3.302067518E-1,3.016319275E0
5.672214685E1,-2.230778694E0,-7.267047167E-1,2.287905693E0
5.673005090E1,-2.331331015E0,-1.182995796E0,2.086261749E0
5.673792443E1,-2.324078560E0,-1.485012770E0,2.366946220E0
5.674579797E1,-2.129483700E0,-1.649657726E0,2.904836655E0
5.675370202E1,-1.827669859E0,-1.674512386E0,3.161672592E0
5.676169763E1,-1.557136297E0,-1.593652606E0,3.200267792E0
5.676960168E1,-1.465907097E0,-1.340586782E0,3.026219368E0
5.677750573E1,-1.461210728E0,-1.037321806E0,2.446125031E0
5.678540979E1,-1.481828928E0,-8.280800581E-1,1.405562401E0
5.679331384E1,-1.570292473E0,-6.418795586E-1,4.329099655E-1
5.680130944E1,-1.732360959E0,-4.852142334E-1,-6.113138199E-1
5.680921350E1,-1.845726013E0,-4.070912600E-1,-1.447760582E0
5.681711755E1,-1.994147062E0,-3.878523111E-1,-1.715565681E0
5.682502160E1,-2.002310514E0,-4.581454992E-1,-1.552330017E0
5.683292565E1,-1.904980779E0,-5.493379831E-1,-1.146923065E0
5.684086022E1,-1.662367582E0,-6.750873327E-1,-7.474994659E-1
5.684882531E1,-1.320938230E0,-7.469354868E-1,-7.054605484E-1
5.685669885E1,-1.057466745E0,-7.754333019E-1,-8.429355621E-1
5.686466394E1,-8.266462088E-1,-7.728416920E-1,-1.004271507E0
5.687256799E1,-6.065614223E-1,-7.660397291E-1,-1.079274178E0
5.688053308E1,-4.633489251E-1,-7.037744522E-1,-1.230461121E0
5.688846765E1,-3.143303692E-1,-6.473618746E-1,-1.512628555E0
5.689634118E1,-2.876426280E-1,-5.525094271E-1,-1.903548717E0
5.690430627E1,-3.600253761E-1,-4.732316732E-1,-2.451293945E0
5.691224084E1,-4.522944689E-1,-4.035267830E-1,-2.944953442E0
5.692023644E1,-5.877611637E-1,-3.599630594E-1,-3.600482464E0
5.692810998E1,-7.061464190E-1,-3.217015266E-1,-4.212291718E0
5.693601403E1,-8.406001329E-1,-3.520025015E-1,-4.610649109E0
5.694404016E1,-9.676749706E-1,-4.221343994E-1,-4.846271992E0
5.695197473E1,-1.002393246E0,-4.766465425E-1,-4.900060654E0
5.695997033E1,-9.517183304E-1,-5.887997150E-1,-4.760218620E0
5.696787438E1,-7.864963412E-1,-5.966836214E-1,-4.515169144E0
5.697574792E1,-6.219432354E-1,-5.276310444E-1,-4.174357891E0
5.698365197E1,-2.958955765E-1,-4.938131571E-1,-3.945698261E0
5.699155602E1,2.600920200E-2,-3.845751286E-1,-3.685183048E0
5.699955163E1,9.777346253E-2,-9.004616737E-2,-3.681944370E0
5.700745568E1,1.224612296E-1,1.086035967E-1,-3.940879345E0
5.701532922E1,1.510486603E-1,2.778677940E-1,-4.222781181E0
5.702323327E1,2.085061967E-1,4.520611763E-1,-4.085188389E0
5.703113732E1,2.108675241E-2,6.432837248E-1,-3.763340950E0
5.703910241E1,-4.044595063E-1,6.918916702E-1,-3.264657497E0
5.704703698E1,-6.388890147E-1,7.100722790E-1,-2.604106903E0
5.705494104E1,-7.292642593E-1,6.935586929E-1,-1.674154758E0
5.706284509E1,-9.106014967E-1,7.175250053E-1,-1.948843002E-1
5.707074914E1,-7.201276422E-1,7.351028919E-1,1.213514328E0
5.707871423E1,-3.369293511E-1,8.405641317E-1,2.702814102E0
5.708664880E1,-7.744187117E-2,8.923383951E-1,3.921455383E0
5.709458337E1,2.349035144E-1,9.204561710E-1,4.863221169E0
5.710248742E1,3.796116114E-1,1.025047541E0,4.961426735E0
5.711039147E1,4.276375771E-1,1.112970591E0,4.482957840E0
5.711835656E1,3.467677236E-1,1.144253731E0,3.482162476E0
5.712626062E1,2.536016703E-1,1.207249284E0,2.686106682E0
5.713416467E1,2.055466175E-1,1.223415136E0,2.165857315E0
5.714209924E1,1.752681732E-1,1.146784306E0,1.659684181E0
5.715003381E1,1.948459148E-1,1.113802433E0,1.219907761E0
5.715802941E1,2.034816742E-1,1.057343483E0,1.235658646E0
5.716590295E1,4.580410719E-1,1.056074142E0,1.826656342E0
5.717380700E1,6.051518917E-1,1.321794510E0,2.604559898E0
5.718174157E1,7.847487926E-1,1.526210546E0,3.563449860E0
5.718964562E1,1.291522503E0,1.295204043E0,4.347454071E0
5.719761071E1,1.703804970E0,1.041569471E0,4.767409325E0
5.720551477E1,1.660352111E0,6.625516415E-1,5.182022095E0
5.721338830E1,1.441660047E0,1.123654842E-2,5.222201347E0
5.722132287E1,1.195848703E0,-6.202812195E-1,5.208512306E0
5.722922692E1,8.109351397E-1,-1.211740732E0,5.268465996E0
5.723716149E1,4.136290550E-1,-1.543150783E0,5.199369431E0
5.724512658E1,8.294165134E-2,-1.583992004E0,4.851696014E0
5.725300012E1,-7.183277607E-2,-1.512602091E0,3.988662720E0
5.726090417E1,-3.569626808E-2,-1.365610003E0,2.395213127E0
5.726883874E1,1.605743170E-1,-1.159952998E0,4.480981827E-1
5.727683435E1,2.092220783E-1,-9.964743853E-1,-1.267904282E0
5.728476892E1,2.799388170E-1,-9.280728102E-1,-2.381036758E0
5.729267297E1,3.522803783E-1,-8.159524202E-1,-3.193914413E0
5.730063806E1,3.904852867E-1,-7.510665655E-1,-3.049046040E0
5.730857263E1,5.544071198E-1,-7.104399204E-1,-2.116542339E0
5.731650720E1,6.904911995E-1,-8.205729723E-1,-1.150655746E0
5.732441125E1,5.910265446E-1,-9.452732801E-1,-2.495021820E-1
5.733228479E1,6.278533936E-1,-1.151244402E0,1.231451035E-1
5.734024987E1,6.316438913E-1,-1.334260702E0,1.169977188E-1
5.734812341E1,4.581187963E-1,-1.488829136E0,-6.282234192E-2
5.735611901E1,9.045016766E-2,-1.455536962E0,-3.200845718E-1
5.736408410E1,-2.600161433E-1,-1.444199324E0,-6.302957535E-1
5.737195764E1,-4.503184557E-1,-1.364856124E0,-8.040122986E-1
5.737992272E1,-5.439431667E-1,-1.216284513E0,-1.188018799E0
5.738782678E1,-5.956716537E-1,-9.448795319E-1,-1.784466743E0
5.739576135E1,-6.621748209E-1,-6.891403198E-1,-2.485331535E0
5.740372644E1,-7.450302243E-1,-4.514460564E-1,-3.053884506E0
5.741159997E1,-8.090963960E-1,-2.592771053E-1,-3.909257412E0
5.741950402E1,-6.461065412E-1,-1.408585310E-1,-4.701773167E0
5.742740808E1,-5.128544569E-1,-4.450762272E-2,-5.096875191E0
5.743537316E1,-3.271085620E-1,5.333101749E-2,-5.140275478E0
5.744330773E1,-2.214565873E-1,1.911957264E-1,-4.571201801E0
5.745121179E1,-1.537920833E-1,3.498129845E-1,-3.377188683E0
5.745917687E1,2.309381962E-2,5.720542669E-1,-1.931232452E0
5.746708093E1,-6.106060743E-2,7.441847324E-1,-7.668819427E-1
5.747510705E1,-1.165510416E-1,7.753759623E-1,-6.661663055E-1
5.748301110E1,-1.049715281E-1,8.447184563E-1,-1.438622475E0
5.749094567E1,-1.765857935E-1,8.772853613E-1,-2.096833706E0
5.749888024E1,-2.440118790E-1,1.046391845E0,-2.490839005E0
5.750678430E1,-2.455193698E-1,1.177063227E0,-2.723796368E0
5.751474938E1,-2.291808128E-1,1.288454771E0,-3.001640320E0
5.752265344E1,-1.837438345E-1,1.437601209E0,-3.018174171E0
5.753052697E1,-1.321986616E-1,1.503305078E0,-2.671033859E0
5.753849206E1,-2.060018927E-1,1.459432125E0,-1.965052605E0
5.754639611E1,-3.585074246E-1,1.389351130E0,-1.350228310E0
5.755433068E1,-5.013787746E-1,1.261232257E0,-4.242153168E-1
5.756229577E1,-7.304960489E-1,1.194943309E0,6.477508545E-1
5.757019982E1,-7.400164604E-1,1.163936973E0,1.623891830E0
5.757810388E1,-6.358696222E-1,1.101089001E0,2.574077606E0
5.758603845E1,-4.412357211E-1,9.088352919E-1,3.141877174E0
5.759400354E1,-2.181435078E-1,7.399883270E-1,3.239232063E0
5.760193810E1,-3.681148887E-1,6.101167202E-1,3.155652046E0
5.760984216E1,-5.401049852E-1,4.648019075E-1,3.359400749E0
5.761777673E1,-5.167785883E-1,3.844993114E-1,3.481442451E0
5.762568078E1,-3.914947510E-1,2.156147957E-1,3.708535194E0
5.763364587E1,-2.652720511E-1,1.116623878E-1,3.724525452E0
5.764154992E1,-2.935488224E-1,-6.077933311E-2,3.572853088E0
5.764942346E1,-4.340609312E-1,-1.316208839E-1,3.253518105E0
5.765738854E1,-6.807732582E-1,-7.611894608E-2,2.917230606E0
5.766532312E1,-9.118613005E-1,7.267367840E-2,2.551918983E0
5.767331872E1,-1.150811911E0,2.988975048E-1,2.315441132E0
5.768128381E1,-1.422577500E0,1.280354261E-1,2.032690048E0
5.768927941E1,-1.441234827E0,7.399713993E-2,1.972451210E0
5.769715295E1,-1.772547007E0,-2.708237171E-1,1.627258301E0
5.770511804E1,-1.636905432E0,-5.364016294E-1,1.358572006E0
5.771311364E1,-1.537766933E0,-8.544781208E-1,1.510448456E0
5.772101770E1,-1.590308428E0,-1.030204296E0,2.172213554E0
5.772892175E1,-1.407650709E0,-1.204028726E0,3.133535385E0
5.773685632E1,-1.178581953E0,-1.263749361E0,3.999966621E0
5.774476037E1,-1.029958010E0,-1.250791430E0,4.183830261E0
5.775275598E1,-1.000364780E0,-1.175762415E0,3.622152328E0
5.776066003E1,-1.110546589E0,-1.080151558E0,2.239193916E0
5.776853356E1,-1.214399576E0,-9.066476822E-1,4.857511520E-1
5.777640710E1,-1.205383539E0,-6.520948410E-1,-8.713645935E-1
5.778434167E1,-1.147976637E0,-4.326908588E-1,-1.943557262E0
5.779227624E1,-1.129850626E0,-3.150467873E-1,-2.473963737E0
5.780021081E1,-1.202604175E0,-2.605179548E-1,-2.587331772E0
5.780811486E1,-1.148429513E0,-3.506121635E-1,-2.505108833E0
5.781604943E1,-1.021121502E0,-5.169287920E-1,-2.273733139E0
5.782395349E1,-9.855940342E-1,-5.715899467E-1,-1.816243649E0
5.783194909E1,-8.674995899E-1,-6.360448599E-1,-1.443836212E0
5.783985314E1,-7.820017338E-1,-6.131515503E-1,-1.055141449E0
5.784778771E1,-7.072587609E-1,-5.361874104E-1,-8.101177216E-1
5.785569177E1,-4.726797640E-1,-5.655863285E-1,-8.232860565E-1
5.786359582E1,-3.354675770E-1,-5.834736824E-1,-9.817609787E-1
5.787156091E1,-2.566763759E-1,-5.501470566E-1,-1.184826851E0
5.787946496E1,-2.609942555E-1,-5.318551064E-1,-1.632952690E0
5.788733850E1,-2.750113606E-1,-4.820673466E-1,-2.084547043E0
5.789524255E1,-3.962275386E-1,-3.885327578E-1,-2.481846333E0
5.790314660E1,-4.584481716E-1,-2.846518755E-1,-3.110250950E0
5.791120324E1,-4.600951672E-1,-2.053754330E-1,-3.787996769E0
5.791913781E1,-3.813589215E-1,-1.632876396E-1,-4.194572449E0
5.792701135E1,-3.589016795E-1,-8.784401417E-2,-4.253935337E0
5.793488488E1,-1.571987122E-1,-4.537308216E-2,-4.069145203E0
5.794278894E1,8.105953783E-2,9.432911873E-3,-3.565931797E0
5.795078454E1,1.630786806E-1,1.780612469E-1,-2.925993919E0
5.795871911E1,1.212964803E-1,3.454416990E-1,-2.287766933E0
5.796662316E1,2.026423514E-1,4.822559357E-1,-2.325520515E0
5.797449670E1,2.087164819E-1,6.020027399E-1,-2.553427219E0
5.798243127E1,1.057132334E-1,6.305330992E-1,-2.760779858E0
5.799039636E1,6.425859034E-2,8.201683760E-1,-2.962465286E0
5.799833093E1,-1.394934952E-2,9.526807070E-1,-3.106139183E0
5.800620446E1,-3.150716424E-3,1.096140027E0,-3.000904083E0
5.801416955E1,2.102264762E-2,1.005828977E0,-2.750058174E0
5.802207360E1,4.331424832E-2,9.284043312E-1,-2.334473610E0
5.803003869E1,-1.487421542E-1,8.664358854E-1,-1.651744843E0
5.803794274E1,-2.661143541E-1,7.765430212E-1,-9.364776611E-1
5.804587731E1,-1.959190518E-1,6.124292612E-1,-5.679321289E-2
5.805378137E1,-3.190811574E-1,4.880897999E-1,8.415384293E-1
5.806168542E1,-3.947948813E-1,5.136651993E-1,1.608113289E0
5.806968102E1,-3.543582261E-1,6.514120102E-1,2.504314423E0
5.807758508E1,-2.075602710E-1,7.568659782E-1,2.987340927E0
5.808545861E1,-8.188471198E-2,8.266063929E-1,2.932726860E0
5.809333215E1,1.723498106E-2,8.649722338E-1,2.324545860E0
5.810123620E1,5.362349749E-2,8.537101746E-1,1.583208084E0
5.810923181E1,5.482918024E-2,9.772431850E-1,1.160304070E0
5.811719689E1,1.101461649E-1,9.682676792E-1,1.248670578E0
5.812507043E1,1.836220026E-1,1.013603926E0,1.577370644E0
5.813297448E1,3.938704729E-1,9.532935619E-1,2.347499847E0
5.814087854E1,7.328308821E-1,8.732738495E-1,3.369565964E0
5.814884362E1,1.142273307E0,8.530051708E-1,4.199424744E0
5.815677819E1,1.567901015E0,8.561933041E-1,4.691867828E0
5.816468225E1,2.296966553E0,1.208545446E0,4.639617920E0
5.817264733E1,2.579270840E0,1.979444504E0,4.183942795E0
5.818055139E1,2.533469915E0,2.113346100E0,3.724940300E0
5.818854699E1,2.686094761E0,1.829091549E0,2.984172821E0
5.819645104E1,2.355848551E0,1.343969345E0,2.262566566E0
5.820435510E1,1.734126568E0,7.168550491E-1,1.870306969E0
5.821228967E1,9.831115007E-1,-3.886222839E-3,1.529059410E0
5.822022424E1,2.696555853E-1,-6.415545940E-1,1.626017570E0
5.822821984E1,-3.752216101E-1,-1.198065758E0,2.825507164E0
5.823615441E1,-6.260586977E-1,-1.465714693E0,3.992045403E0
5.824405847E1,-7.983239889E-1,-1.583589077E0,4.373602867E0
5.825202355E1,-7.080892920E-1,-1.603334427E0,3.573109627E0
5.825995812E1,-6.556568742E-1,-1.524812818E0,1.954349518E0
5.826795373E1,-5.589451790E-1,-1.401917696E0,3.029356003E-1
5.827585778E1,-2.147353888E-1,-1.206141710E0,-1.297244072E0
5.828376184E1,4.428648949E-2,-1.091426969E0,-2.151522160E0
5.829166589E1,2.061937451E-1,-1.017601967E0,-2.474786758E0
5.829956994E1,2.843553424E-1,-1.041057348E0,-2.520151615E0
5.830756555E1,4.361417890E-1,-1.170446515E0,-2.083244324E0
5.831550012E1,3.945928216E-1,-1.371919513E0,-1.343116760E0
5.832340417E1,2.386527658E-1,-1.564141631E0,-7.389774323E-1
5.833133874E1,7.234722376E-2,-1.700429797E0,-1.948299408E-1
5.833924279E1,-2.190274596E-1,-1.827470064E0,4.059267044E-1
5.834720788E1,-4.981849492E-1,-1.966355681E0,8.844804764E-1
5.835511193E1,-8.022866845E-1,-1.957649469E0,1.036265373E0
5.836301599E1,-9.007704258E-1,-1.907117486E0,7.224550247E-1
5.837092004E1,-9.519270658E-1,-1.734770536E0,6.266403198E-2
5.837885461E1,-9.874346256E-1,-1.526543260E0,-7.776565552E-1
5.838678918E1,-1.000352383E0,-1.293944597E0,-1.581910133E0
5.839469323E1,-9.379244447E-1,-9.842737913E-1,-2.608379841E0
5.840259729E1,-8.211426139E-1,-7.146738768E-1,-3.478878021E0
5.841050134E1,-6.466373205E-1,-5.290727615E-1,-4.038098335E0
5.841837487E1,-5.608511567E-1,-3.543798923E-1,-4.578288555E0
5.842637048E1,-4.932514429E-1,-7.981622219E-2,-5.223909378E0
5.843430505E1,-4.670604169E-1,6.922209263E-2,-5.792985439E0
